year,month,hour,mean_eur_mwh
2027,3,22,122.01518493548387
2027,3,23,116.79520177419354
2027,4,0,99.07086896666667
2027,4,1,94.66983586666667
2027,4,2,91.86144893333334
2027,4,3,91.458077
2027,4,4,92.14380883333334
2027,4,5,97.10324863333334
2027,4,6,111.2208763
2027,4,7,121.89468486666667
2027,4,8,97.9458229
2027,4,9,73.43928713333334
2027,4,10,48.33512063333333
2027,4,11,36.216931599999995
2027,4,12,27.721058366666668
2027,4,13,27.701199533333334
2027,4,14,27.700409966666665
2027,4,15,29.2319316
2027,4,16,44.65417156666667
2027,4,17,78.29212096666667
2027,4,18,95.50888876666666
2027,4,19,116.45117703333334
2027,4,20,123.79566383333334
2027,4,21,113.08629653333334
2027,4,22,109.44060206666667
2027,4,23,100.2481628
2027,5,0,92.58880219354839
2027,5,1,88.75870287096774
2027,5,2,86.09562032258064
2027,5,3,85.72339358064517
2027,5,4,85.96127929032258
2027,5,5,89.8097415483871
2027,5,6,100.10160109677419
2027,5,7,108.12411903225806
2027,5,8,86.92513996774193
2027,5,9,63.561812129032255
2027,5,10,39.84141770967742
2027,5,11,30.07819564516129
2027,5,12,24.539650451612903
2027,5,13,24.538732612903225
2027,5,14,24.52503793548387
2027,5,15,24.730410838709677
2027,5,16,36.93449725806452
2027,5,17,68.71161129032258
2027,5,18,88.67166783870968
2027,5,19,106.66178758064515
2027,5,20,112.96952183870968
2027,5,21,104.17231025806451
2027,5,22,101.12933919354839
2027,5,23,92.83016306451613
2027,6,0,70.22692156666668
2027,6,1,68.39460876666666
2027,6,2,67.7592855
2027,6,3,67.93010293333333
2027,6,4,68.55489413333333
2027,6,5,72.06412530000001
2027,6,6,76.75140710000001
2027,6,7,77.25345353333334
2027,6,8,71.20013466666666
2027,6,9,59.1260348
2027,6,10,40.72134893333334
2027,6,11,36.2532548
2027,6,12,31.247882333333333
2027,6,13,28.4998009
2027,6,14,29.384990366666667
2027,6,15,34.18165843333334
2027,6,16,42.85765166666667
2027,6,17,72.98302166666667
2027,6,18,73.28652836666667
2027,6,19,84.34439573333333
2027,6,20,86.46549253333333
2027,6,21,83.98911013333333
2027,6,22,87.24697596666667
2027,6,23,74.07984123333334
2027,7,0,82.68719019354839
2027,7,1,80.55017441935483
2027,7,2,79.79860341935485
2027,7,3,79.95289725806452
2027,7,4,80.62547058064516
2027,7,5,84.50361203225806
2027,7,6,89.63021841935485
2027,7,7,90.09741232258064
2027,7,8,83.16465232258064
2027,7,9,70.92600722580646
2027,7,10,51.070098225806454
2027,7,11,47.88429519354839
2027,7,12,41.924641096774195
2027,7,13,39.51307161290323
2027,7,14,40.192721806451615
2027,7,15,44.22459412903226
2027,7,16,54.09758661290322
2027,7,17,84.7468876451613
2027,7,18,84.95057187096775
2027,7,19,97.31339896774195
2027,7,20,99.75322132258064
2027,7,21,96.90948429032258
2027,7,22,101.01956716129033
2027,7,23,86.88918554838709
2027,8,0,68.60635880645161
2027,8,1,66.63980687096775
2027,8,2,65.80286348387096
2027,8,3,65.78002448387097
2027,8,4,66.30049700000001
2027,8,5,69.52224948387097
2027,8,6,73.92758141935484
2027,8,7,75.00026132258064
2027,8,8,69.93741825806451
2027,8,9,59.85688919354838
2027,8,10,41.92430303225806
2027,8,11,38.678365645161286
2027,8,12,33.92002067741936
2027,8,13,31.99632641935484
2027,8,14,32.525493322580644
2027,8,15,35.91645551612903
2027,8,16,43.861336580645165
2027,8,17,70.9484909032258
2027,8,18,71.01881987096775
2027,8,19,81.07978077419355
2027,8,20,83.17150651612903
2027,8,21,80.95170751612902
2027,8,22,84.59313012903225
2027,8,23,72.18966783870968
2027,9,0,97.80415546666667
2027,9,1,95.3416126
2027,9,2,94.33594403333333
2027,9,3,94.34908573333334
2027,9,4,95.0299917
2027,9,5,99.3251366
2027,9,6,105.3471842
2027,9,7,107.23479730000001
2027,9,8,99.83925273333332
2027,9,9,85.93637063333334
2027,9,10,69.31431206666666
2027,9,11,65.11123873333334
2027,9,12,58.24151996666667
2027,9,13,55.463048699999995
2027,9,14,56.20163386666666
2027,9,15,60.992353333333334
2027,9,16,75.53228656666667
2027,9,17,99.52575426666667
2027,9,18,99.11295606666665
2027,9,19,112.6834122
2027,9,20,115.29637663333332
2027,9,21,112.06092466666668
2027,9,22,112.46127606666667
2027,9,23,102.9932884
2027,10,0,87.65161274193548
2027,10,1,85.80102490322581
2027,10,2,83.56836678125
2027,10,3,84.03643132258064
2027,10,4,85.04610548387097
2027,10,5,88.88757412903226
2027,10,6,96.2233767419355
2027,10,7,99.98757138709678
2027,10,8,100.68859725806452
2027,10,9,97.74653616129032
2027,10,10,90.81994438709677
2027,10,11,84.77859867741935
2027,10,12,76.96584777419355
2027,10,13,75.30268951612904
2027,10,14,77.65534980645162
2027,10,15,86.22456129032258
2027,10,16,97.2278549032258
2027,10,17,106.54442070967742
2027,10,18,92.22232561290322
2027,10,19,92.98375838709677
2027,10,20,92.75616454838709
2027,10,21,90.95411916129032
2027,10,22,94.14496064516128
2027,10,23,90.20263683870968
2027,11,0,110.7582561
2027,11,1,108.80133936666667
2027,11,2,107.34887016666667
2027,11,3,106.8437551
2027,11,4,107.19955409999999
2027,11,5,109.89891783333333
2027,11,6,117.8061364
2027,11,7,129.2617513666667
2027,11,8,129.8602933
2027,11,9,126.28689606666667
2027,11,10,117.9016314
2027,11,11,113.47665043333333
2027,11,12,109.25474890000001
2027,11,13,109.48226796666667
2027,11,14,111.17220520000001
2027,11,15,118.3714404
2027,11,16,132.9504091
2027,11,17,144.34828986666668
2027,11,18,125.1061832
2027,11,19,121.3643072
2027,11,20,115.5232318
2027,11,21,111.31669093333333
2027,11,22,116.4196141
2027,11,23,112.24491606666668
2027,12,0,107.44835851612903
2027,12,1,105.67212641935484
2027,12,2,104.30261719354839
2027,12,3,103.84326806451612
2027,12,4,104.12233309677418
2027,12,5,106.73973348387098
2027,12,6,109.99560767741934
2027,12,7,120.97621722580645
2027,12,8,121.66650780645162
2027,12,9,118.48587077419356
2027,12,10,118.70711167741936
2027,12,11,114.59282925806453
2027,12,12,110.20908154838709
2027,12,13,110.18009274193548
2027,12,14,112.02320722580644
2027,12,15,118.83154316129033
2027,12,16,131.66468822580646
2027,12,17,137.38095687096774
2027,12,18,126.01599016129032
2027,12,19,122.37567774193548
2027,12,20,116.7861883548387
2027,12,21,112.79282996774194
2027,12,22,115.22053270967743
2027,12,23,111.15913093548387
2028,1,0,101.06629187096775
2028,1,1,99.3263983548387
2028,1,2,98.06030270967742
2028,1,3,97.60388558064516
2028,1,4,97.87625622580646
2028,1,5,100.12952880645162
2028,1,6,102.83753577419354
2028,1,7,112.69893280645161
2028,1,8,113.26103387096774
2028,1,9,110.35814535483871
2028,1,10,109.93372129032258
2028,1,11,106.15099929032257
2028,1,12,102.53309729032257
2028,1,13,102.64371283870967
2028,1,14,104.24949916129032
2028,1,15,110.52876806451613
2028,1,16,122.12772677419355
2028,1,17,127.52789403225808
2028,1,18,117.91473616129032
2028,1,19,114.84525996774194
2028,1,20,109.92376667741935
2028,1,21,106.30340270967741
2028,1,22,108.15196038709676
2028,1,23,104.61003896774193
2028,2,0,120.18037120689657
2028,2,1,118.1536915862069
2028,2,2,116.79628165517242
2028,2,3,116.21962551724137
2028,2,4,116.56147006896552
2028,2,5,119.25574513793103
2028,2,6,121.93017568965516
2028,2,7,133.0398245862069
2028,2,8,129.73177144827585
2028,2,9,126.2241995862069
2028,2,10,126.78607651724137
2028,2,11,122.67882644827586
2028,2,12,119.06494982758622
2028,2,13,119.22381379310345
2028,2,14,121.02317599999999
2028,2,15,127.6284146551724
2028,2,16,140.2546737586207
2028,2,17,146.40394968965518
2028,2,18,134.09468631034483
2028,2,19,130.51728331034482
2028,2,20,128.744303
2028,2,21,124.56875493103448
2028,2,22,127.88576006896552
2028,2,23,123.84319220689655
2028,3,0,100.27377980645161
2028,3,1,98.6996598064516
2028,3,2,98.10165393333334
2028,3,3,97.11148483870967
2028,3,4,97.30728819354839
2028,3,5,99.44769235483871
2028,3,6,105.41644761290323
2028,3,7,114.27458519354839
2028,3,8,112.51236783870966
2028,3,9,109.49891093548386
2028,3,10,99.40921429032258
2028,3,11,96.11704306451612
2028,3,12,92.93661596774194
2028,3,13,92.98824170967741
2028,3,14,94.36424470967741
2028,3,15,99.51298932258065
2028,3,16,107.90583751612903
2028,3,17,123.45875532258064
2028,3,18,107.17643664516129
2028,3,19,104.314355
2028,3,20,102.07109393548387
2028,3,21,98.77263238709676
2028,3,22,103.05214977419354
2028,3,23,99.83593122580645
2028,4,0,62.44594253333333
2028,4,1,60.383572666666666
2028,4,2,58.9334321
2028,4,3,58.56259513333334
2028,4,4,58.61943233333333
2028,4,5,60.55317553333334
2028,4,6,64.91598516666667
2028,4,7,69.33511123333332
2028,4,8,59.36810083333333
2028,4,9,49.00109046666667
2028,4,10,31.652354733333333
2028,4,11,27.6917054
2028,4,12,22.221070766666667
2028,4,13,20.9886899
2028,4,14,21.7322731
2028,4,15,25.198619333333333
2028,4,16,33.40091793333333
2028,4,17,53.10894993333333
2028,4,18,61.02566206666667
2028,4,19,70.25807613333333
2028,4,20,72.9550053
2028,4,21,68.86132143333333
2028,4,22,67.21584826666667
2028,4,23,62.864315633333334
2028,5,0,51.790450516129034
2028,5,1,50.09826290322581
2028,5,2,49.03892780645161
2028,5,3,48.77971525806451
2028,5,4,48.93422470967742
2028,5,5,50.72074783870968
2028,5,6,54.94851696774193
2028,5,7,59.514254709677424
2028,5,8,51.59163870967742
2028,5,9,42.986885709677416
2028,5,10,25.776679193548386
2028,5,11,22.153834096774194
2028,5,12,16.681038741935485
2028,5,13,15.555850967741936
2028,5,14,16.24558516129032
2028,5,15,19.91628193548387
2028,5,16,28.221943516129034
2028,5,17,46.89293709677419
2028,5,18,52.02506264516129
2028,5,19,59.74899377419355
2028,5,20,62.068036032258064
2028,5,21,58.51827406451613
2028,5,22,56.33049364516129
2028,5,23,52.674434
2028,6,0,44.73290633333333
2028,6,1,43.690711433333334
2028,6,2,43.130377966666664
2028,6,3,42.95331186666667
2028,6,4,43.1147145
2028,6,5,44.5406726
2028,6,6,46.7728709
2028,6,7,48.649322399999996
2028,6,8,46.33668156666667
2028,6,9,41.07434753333334
2028,6,10,24.4183816
2028,6,11,22.1319329
2028,6,12,17.9088828
2028,6,13,16.91210763333333
2028,6,14,17.106376233333332
2028,6,15,20.877161966666666
2028,6,16,28.31413183333333
2028,6,17,49.076991199999995
2028,6,18,48.12609653333333
2028,6,19,52.57318256666667
2028,6,20,53.44335443333333
2028,6,21,52.20682943333333
2028,6,22,55.3567781
2028,6,23,46.688226099999994
2028,7,0,70.398675
2028,7,1,68.84467093548388
2028,7,2,68.00948374193548
2028,7,3,67.72354661290322
2028,7,4,67.91530906451614
2028,7,5,69.933853
2028,7,6,73.09732961290322
2028,7,7,75.00067667741936
2028,7,8,71.1958441935484
2028,7,9,62.977969903225805
2028,7,10,43.95323958064516
2028,7,11,40.60315909677419
2028,7,12,34.930020258064516
2028,7,13,33.42855864516129
2028,7,14,33.69856606451613
2028,7,15,38.52164764516129
2028,7,16,48.460591709677416
2028,7,17,73.66360593548386
2028,7,18,72.25778806451613
2028,7,19,78.91115341935483
2028,7,20,80.15556703225808
2028,7,21,78.205106
2028,7,22,83.11550519354839
2028,7,23,72.80480906451614
2028,8,0,53.43375829032259
2028,8,1,52.11885729032257
2028,8,2,51.37731532258065
2028,8,3,51.11000006451613
2028,8,4,51.26738374193548
2028,8,5,52.88782774193549
2028,8,6,55.42192909677419
2028,8,7,57.3645854516129
2028,8,8,54.70541916129032
2028,8,9,48.495657290322576
2028,8,10,31.066684548387098
2028,8,11,28.17479848387097
2028,8,12,23.52124629032258
2028,8,13,22.40422987096774
2028,8,14,22.605295967741935
2028,8,15,26.827556032258062
2028,8,16,34.976411064516135
2028,8,17,56.78371148387097
2028,8,18,55.906605032258064
2028,8,19,61.09006038709678
2028,8,20,62.17175535483871
2028,8,21,60.77295870967742
2028,8,22,64.43403329032259
2028,8,23,55.25667832258065
2028,9,0,83.40182333333334
2028,9,1,81.5460348
2028,9,2,80.53944903333333
2028,9,3,80.17855646666666
2028,9,4,80.40770466666666
2028,9,5,82.843936
2028,9,6,86.75871473333333
2028,9,7,90.04751403333333
2028,9,8,85.88338653333334
2028,9,9,76.59356290000001
2028,9,10,60.67875746666667
2028,9,11,56.5818907
2028,9,12,49.9625761
2028,9,13,48.1665289
2028,9,14,48.49118826666667
2028,9,15,54.0385747
2028,9,16,68.5336104
2028,9,17,86.5186208
2028,9,18,84.77601066666666
2028,9,19,92.50222393333334
2028,9,20,93.92849406666667
2028,9,21,91.6113335
2028,9,22,92.38230033333333
2028,9,23,86.8136199
2028,10,0,83.02695061290324
2028,10,1,81.15585300000001
2028,10,2,79.559846875
2028,10,3,79.54264629032258
2028,10,4,80.239853
2028,10,5,83.49969883870968
2028,10,6,89.56389696774194
2028,10,7,95.6743725483871
2028,10,8,96.36141529032257
2028,10,9,91.98511067741936
2028,10,10,84.14586203225807
2028,10,11,79.44464500000001
2028,10,12,73.99072519354839
2028,10,13,72.5579763548387
2028,10,14,73.82556993548387
2028,10,15,81.10223645161291
2028,10,16,92.21212493548386
2028,10,17,102.30195609677419
2028,10,18,91.57808667741935
2028,10,19,92.69592874193548
2028,10,20,89.9511754516129
2028,10,21,87.1619715483871
2028,10,22,88.93345858064515
2028,10,23,85.415776
2028,11,0,107.83893486666666
2028,11,1,106.1654921
2028,11,2,105.07013726666668
2028,11,3,104.61806726666667
2028,11,4,104.85050389999999
2028,11,5,107.10951449999999
2028,11,6,112.99256919999999
2028,11,7,122.1523074
2028,11,8,123.11075826666666
2028,11,9,119.95119893333334
2028,11,10,112.20892536666666
2028,11,11,108.95116666666667
2028,11,12,105.85621736666667
2028,11,13,105.83598359999999
2028,11,14,107.70355896666666
2028,11,15,113.28478713333334
2028,11,16,125.46722086666666
2028,11,17,135.175882
2028,11,18,119.11783513333333
2028,11,19,116.50012456666667
2028,11,20,111.90763226666667
2028,11,21,108.50742319999999
2028,11,22,112.45595786666667
2028,11,23,109.21171123333333
2028,12,0,101.25374477419354
2028,12,1,99.55659212903225
2028,12,2,98.40889312903225
2028,12,3,97.90758248387097
2028,12,4,98.0129329032258
2028,12,5,99.9055285483871
2028,12,6,102.01933258064517
2028,12,7,110.184212
2028,12,8,111.05931006451613
2028,12,9,108.51579729032258
2028,12,10,107.28231990322581
2028,12,11,104.09970503225806
2028,12,12,100.99295358064515
2028,12,13,100.64471406451612
2028,12,14,102.61445464516129
2028,12,15,108.2513090967742
2028,12,16,118.65581941935484
2028,12,17,123.07472138709677
2028,12,18,115.8797195483871
2028,12,19,113.57830067741936
2028,12,20,109.51598529032258
2028,12,21,106.36688387096774
2028,12,22,107.26157103225806
2028,12,23,104.14736712903226
2029,1,0,89.27338458064516
2029,1,1,87.85148348387098
2029,1,2,86.9199613548387
2029,1,3,86.52051558064517
2029,1,4,86.68979616129032
2029,1,5,88.58099838709677
2029,1,6,91.11367690322581
2029,1,7,99.29912787096774
2029,1,8,100.07117922580646
2029,1,9,97.54549012903226
2029,1,10,96.18672180645162
2029,1,11,93.47646225806452
2029,1,12,90.87300867741936
2029,1,13,90.8264260967742
2029,1,14,92.40781122580646
2029,1,15,97.01698435483871
2029,1,16,106.19800377419355
2029,1,17,110.04521703225807
2029,1,18,104.13721729032258
2029,1,19,101.93747158064517
2029,1,20,98.05789558064515
2029,1,21,95.18136032258064
2029,1,22,95.18948929032257
2029,1,23,92.47212316129033
2029,2,0,86.93800064285713
2029,2,1,85.51354557142858
2029,2,2,84.63080057142858
2029,2,3,84.21964960714286
2029,2,4,84.3967884642857
2029,2,5,86.21916832142857
2029,2,6,88.72940839285715
2029,2,7,96.7448107857143
2029,2,8,97.49384328571429
2029,2,9,94.99667175
2029,2,10,93.43690453571428
2029,2,11,90.82826625
2029,2,12,88.49954792857143
2029,2,13,88.44012932142857
2029,2,14,89.97011525
2029,2,15,94.32790592857143
2029,2,16,103.17145660714286
2029,2,17,106.96688567857143
2029,2,18,101.54802367857143
2029,2,19,99.42836410714287
2029,2,20,95.65197425
2029,2,21,92.85153996428572
2029,2,22,92.63644353571429
2029,2,23,90.00197142857142
2029,3,0,76.60501296774194
2029,3,1,75.37404519354838
2029,3,2,74.68485976666668
2029,3,3,74.2191368064516
2029,3,4,74.31757706451613
2029,3,5,75.7747751935484
2029,3,6,79.5495794516129
2029,3,7,85.7681065483871
2029,3,8,86.45714322580645
2029,3,9,84.34125787096774
2029,3,10,74.47296983870967
2029,3,11,72.26581393548388
2029,3,12,70.20525370967742
2029,3,13,69.98589858064516
2029,3,14,71.39802583870967
2029,3,15,75.18176416129032
2029,3,16,81.03266941935485
2029,3,17,95.24601667741936
2029,3,18,84.56163438709676
2029,3,19,82.8457340967742
2029,3,20,79.83737487096774
2029,3,21,77.53701796774193
2029,3,22,79.06599222580645
2029,3,23,76.81561106451612
2029,4,0,75.09329413333333
2029,4,1,72.82710276666667
2029,4,2,71.33271756666666
2029,4,3,70.85517623333334
2029,4,4,71.01749163333334
2029,4,5,73.36254096666667
2029,4,6,78.28144453333333
2029,4,7,83.1058013
2029,4,8,73.37094696666666
2029,4,9,62.28210983333334
2029,4,10,43.44928016666667
2029,4,11,39.37043353333333
2029,4,12,33.2144753
2029,4,13,31.86405166666667
2029,4,14,32.531234
2029,4,15,36.65468823333333
2029,4,16,45.61082216666667
2029,4,17,66.79487083333333
2029,4,18,74.8463824
2029,4,19,84.30387126666666
2029,4,20,86.77754750000001
2029,4,21,82.42342176666666
2029,4,22,81.49232973333332
2029,4,23,76.9985634
2029,5,0,64.18188103225806
2029,5,1,62.24469435483871
2029,5,2,61.09604296774193
2029,5,3,60.698370677419355
2029,5,4,60.76983774193549
2029,5,5,62.64091138709678
2029,5,6,66.36131103225806
2029,5,7,70.48270351612902
2029,5,8,62.69373906451613
2029,5,9,52.474423161290325
2029,5,10,33.484389838709674
2029,5,11,30.363861967741936
2029,5,12,24.920475580645164
2029,5,13,23.884288193548386
2029,5,14,24.390759
2029,5,15,28.28377222580645
2029,5,16,36.728878709677424
2029,5,17,56.858806838709675
2029,5,18,64.00385125806451
2029,5,19,71.88814767741935
2029,5,20,74.06948374193549
2029,5,21,70.58685503225806
2029,5,22,69.0596825483871
2029,5,23,65.09924096774193
2029,6,0,55.58994393333333
2029,6,1,54.3777481
2029,6,2,53.65054653333333
2029,6,3,53.31329173333334
2029,6,4,53.373903766666665
2029,6,5,54.7397458
2029,6,6,57.132617833333335
2029,6,7,59.35325976666666
2029,6,8,56.971980300000006
2029,6,9,51.45360793333334
2029,6,10,33.40091546666667
2029,6,11,30.474033266666666
2029,6,12,25.6211912
2029,6,13,24.511124866666666
2029,6,14,24.658495233333333
2029,6,15,28.6732869
2029,6,16,38.009300466666666
2029,6,17,59.47071906666667
2029,6,18,58.45956103333333
2029,6,19,62.8540311
2029,6,20,63.623130100000004
2029,6,21,62.16294533333333
2029,6,22,65.86795443333332
2029,6,23,57.1382129
2029,7,0,57.08998977419355
2029,7,1,55.8470160967742
2029,7,2,55.08414132258064
2029,7,3,54.73132132258065
2029,7,4,54.80059683870968
2029,7,5,56.20650422580645
2029,7,6,58.69483474193548
2029,7,7,60.92111612903226
2029,7,8,58.42112029032258
2029,7,9,52.611204032258065
2029,7,10,34.653523838709674
2029,7,11,31.763170548387095
2029,7,12,26.960791967741933
2029,7,13,25.812803741935483
2029,7,14,25.968427451612904
2029,7,15,29.907079451612905
2029,7,16,39.19706251612904
2029,7,17,60.9785029032258
2029,7,18,60.03416906451613
2029,7,19,64.58105016129032
2029,7,20,65.37786983870967
2029,7,21,63.877207935483874
2029,7,22,67.69620564516129
2029,7,23,58.86345851612903
2029,8,0,63.81505441935484
2029,8,1,62.30943774193548
2029,8,2,61.385476548387096
2029,8,3,60.97178148387097
2029,8,4,61.075003645161296
2029,8,5,62.72938232258065
2029,8,6,65.56754022580645
2029,8,7,67.951943
2029,8,8,65.2968959032258
2029,8,9,58.74783809677419
2029,8,10,40.197546129032254
2029,8,11,36.578626870967746
2029,8,12,31.228238032258066
2029,8,13,29.996362129032256
2029,8,14,30.168584161290322
2029,8,15,34.85247458064516
2029,8,16,44.67315841935484
2029,8,17,67.02417967741935
2029,8,18,66.28439777419355
2029,8,19,71.56427806451613
2029,8,20,72.63703051612903
2029,8,21,71.04483051612902
2029,8,22,75.21070893548388
2029,8,23,65.91420203225806
2029,9,0,76.75692123333333
2029,9,1,75.0715333
2029,9,2,74.03404423333333
2029,9,3,73.53666646666667
2029,9,4,73.59724673333334
2029,9,5,75.37513993333333
2029,9,6,78.53735363333334
2029,9,7,81.9651913
2029,9,8,78.5496456
2029,9,9,70.70351966666666
2029,9,10,54.81942913333333
